dword	qcode	byte	byte	byte	byte	dword	byte	byte	word	param1	param2	dword	dword	dword	qitid	byte	byte	word	param1	param2	dword	dword	dword	qitid	byte	byte	word	param1	param2	dword	dword	dword	qitid	double	dword	dword	dword	dword	store	byte	byte	word	store	byte	byte	word	store	byte	byte	word	store	byte	byte	word	store	byte	byte	word	store	byte	byte	word	byte	byte	word	dword	byte	byte	word	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	qcode	END
2087	Q304467	0	46	0	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	15	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	
2088	Q304468	0	46	0	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	15	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	
2089	Q304469	0	46	0	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	15	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	
2090	Q304470	0	47	0	-1	0	1	0	0	1E060	-1	1	3092	3114	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	620	1551	-1	-1	-1	-1	2584	-1	-1	-1	-1	0	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	
2091	Q204471	1	47	0	-1	0	3	0	0	01B03	-1	5	3095	3117	-1	3	0	0	13503	-1	5	3095	3117	-1	-1	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	621	1552	-1	-1	-1	-1	2585	-1	-1	-1	-1	0	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	
2092	Q204472	1	47	0	-1	0	3	0	0	01003	-1	10	3095	3117	-1	3	0	0	04E13	-1	5	3095	3117	-1	-1	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	622	1553	-1	-1	-1	-1	2586	-1	-1	-1	-1	0	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	
2093	Q204473	0	47	0	-1	0	17	0	0	1E1A0	-1	1	3113	3135	-1	17	0	0	1E1A1	-1	1	3113	3135	-1	-1	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	623	1554	-1	-1	-1	-1	2587	-1	-1	-1	-1	0	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	
2094	Q204474	0	47	0	-1	0	17	0	0	1E1A2	-1	1	3113	3135	-1	17	0	0	1E1A3	-1	1	3113	3135	-1	-1	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	iyqsa29	1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	624	1555	-1	-1	-1	-1	2588	-1	-1	-1	-1	0	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	
2095	Q204475	0	47	0	-1	0	14	0	0	1E060	iyqsa29	1	3101	3123	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	iyqsa30	1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	625	1556	-1	-1	-1	-1	2589	-1	-1	-1	-1	0	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	
2096	Q204476	0	47	0	-1	0	14	0	0	1F1A0	iyqsa30	1	3101	3123	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	0	5000000	0	0	0	ipdrw02	50	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	-1	-1	-1	0	-1	-1	-1	-1	-1	3674	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	626	1557	-1	-1	-1	-1	2590	-1	-1	-1	-1	0	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	
2097	Q204477	0	47	0	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	15	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	
2098	Q204478	0	47	0	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	15	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	
2099	Q304479	0	47	0	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	15	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	
2100	Q304480	0	48	0	-1	0	4	0	0	iyqla77	-1	5	3094	3116	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	627	1561	-1	-1	-1	-1	2594	-1	-1	-1	-1	0	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	
2101	Q204481	0	48	0	-1	0	14	0	0	1E060	iyqla77	5	3101	3123	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	628	1562	-1	-1	-1	-1	2595	-1	-1	-1	-1	0	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	
2102	Q204482	1	48	0	-1	0	3	0	0	15603	-1	5	3095	3117	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	629	1563	-1	-1	-1	-1	2596	-1	-1	-1	-1	0	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	
2103	Q204483	1	48	0	-1	0	3	0	0	15703	-1	5	3095	3117	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	630	1564	-1	-1	-1	-1	2597	-1	-1	-1	-1	0	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	
2104	Q204484	1	48	0	-1	0	3	0	0	16013	-1	1	3095	3117	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	631	1565	-1	-1	-1	-1	2598	-1	-1	-1	-1	0	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	
2105	Q204485	1	48	0	-1	0	3	0	0	16113	-1	1	3095	3117	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	632	1566	-1	-1	-1	-1	2599	-1	-1	-1	-1	0	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	
2106	Q204486	1	48	0	-1	0	3	0	0	16203	-1	1	3095	3117	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	0	5000000	0	0	0	iaqsa03	1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	-1	-1	-1	0	-1	-1	-1	-1	-1	3684	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	633	1567	-1	-1	-1	-1	2600	-1	-1	-1	-1	0	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	
2107	Q204487	0	48	0	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	15	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	
2108	Q204488	0	48	0	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	15	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	
2109	Q204489	0	48	0	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	15	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	
2110	Q304490	0	49	0	-1	0	3	0	0	0560B	-1	20	3095	3117	-1	3	0	0	0570B	-1	20	3095	3117	-1	3	0	0	0B30B	-1	10	3095	3117	-1	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	634	1571	-1	-1	-1	-1	2604	-1	-1	-1	-1	0	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	
2111	Q204491	0	49	0	-1	0	3	0	0	05D13	-1	5	3095	3117	-1	3	0	0	05B13	-1	5	3095	3117	-1	-1	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	635	1572	-1	-1	-1	-1	2605	-1	-1	-1	-1	15	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	
2112	Q204492	0	49	0	-1	0	3	0	0	07D13	-1	10	3095	3117	-1	3	0	0	07913	-1	10	3095	3117	-1	-1	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	636	1573	-1	-1	-1	-1	2606	-1	-1	-1	-1	15	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	
2113	Q204493	0	49	0	-1	0	3	0	0	07A13	-1	10	3095	3117	-1	3	0	0	07813	-1	10	3095	3117	-1	-1	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	637	1574	-1	-1	-1	-1	2607	-1	-1	-1	-1	15	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	
2114	Q204494	0	49	0	-1	0	3	0	0	0790B	-1	10	3095	3117	-1	3	0	0	07D0B	-1	10	3095	3117	-1	-1	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	638	1575	-1	-1	-1	-1	2608	-1	-1	-1	-1	15	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	
2115	Q204495	0	49	0	-1	0	3	0	0	07A0B	-1	10	3095	3117	-1	3	0	0	0780B	-1	10	3095	3117	-1	-1	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	ipqsa10	1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	-1	-1	-1	0	-1	-1	-1	-1	-1	3693	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	639	1576	-1	-1	-1	-1	2609	-1	-1	-1	-1	15	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	
2116	Q304496	1	49	0	-1	0	3	0	0	12B03	-1	10	3095	3117	-1	3	0	0	12603	-1	10	3095	3117	-1	-1	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	640	1577	-1	-1	-1	-1	2610	-1	-1	-1	-1	15	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	
2117	Q204497	1	49	0	-1	0	3	0	0	11003	-1	10	3095	3117	-1	3	0	0	10A03	-1	10	3095	3117	-1	-1	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	641	1578	-1	-1	-1	-1	2611	-1	-1	-1	-1	15	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	
2118	Q204498	1	49	0	-1	0	3	0	0	0F003	-1	10	3095	3117	-1	3	0	0	0FC03	-1	10	3095	3117	-1	-1	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	642	1579	-1	-1	-1	-1	2612	-1	-1	-1	-1	15	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	
2119	Q204499	1	49	0	-1	0	3	0	0	0ED03	-1	10	3095	3117	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	ipqsa10	1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	-1	-1	-1	0	-1	-1	-1	-1	-1	3697	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	643	1580	-1	-1	-1	-1	2613	-1	-1	-1	-1	15	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	
2120	Q334300	0	30	1	-1	0	4	0	0	iyyyy03	-1	50	3094	3116	-1	14	0	0	041A2	iyyyy03	50	3101	3123	-1	-1	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	ipchp05	99	0	0	ipcfp04	99	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	-1	-1	-1	0	-1	-1	-1	-1	-1	3698	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	644	1581	-1	-1	-1	-1	2614	-1	-1	-1	-1	0	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	
2121	Q334301	0	30	1	-1	0	4	0	0	iyqla05	-1	5	3094	3116	-1	14	0	0	04012	iyqla05	5	3101	3123	-1	-1	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	645	1582	-1	-1	-1	-1	2615	-1	-1	-1	-1	16	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	
2122	Q234302	0	30	1	-1	0	4	0	0	iyqla06	-1	1	3094	3116	-1	1	0	0	041A6	-1	1	3092	3114	-1	-1	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	646	1583	-1	-1	-1	-1	2616	-1	-1	-1	-1	1	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	
2123	Q234303	0	30	1	-1	0	1	0	0	04100	-1	1	3092	3114	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	-1	-1	-1	0	-1	-1	-1	-1	-1	3701	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	647	1584	-1	-1	-1	-1	2617	-1	-1	-1	-1	16	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	
2124	Q334304	0	30	1	-1	0	4	0	0	iyqla05	-1	5	3094	3116	-1	14	0	0	04012	iyqla05	5	3101	3123	-1	-1	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	648	1585	-1	-1	-1	-1	2618	-1	-1	-1	-1	0	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	
2125	Q234305	0	30	1	-1	0	4	0	0	iyqla06	-1	1	3094	3116	-1	1	0	0	041A7	-1	1	3092	3114	-1	-1	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	649	1586	-1	-1	-1	-1	2619	-1	-1	-1	-1	0	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	
2126	Q234306	0	30	1	-1	0	1	0	0	04000	-1	1	3092	3114	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	ipqsa22	99	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	-1	-1	-1	0	-1	-1	-1	-1	-1	3704	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	650	1587	-1	-1	-1	-1	2620	-1	-1	-1	-1	0	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	
2127	Q234307	0	30	1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2621	-1	-1	-1	-1	15	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	-1	0	-1	
